,name,desc,cr,immunities,resists,conditions,wins,actions,hp,str,dex,con,int,wis,cha,ac,spd
1841,Death Dog,Medium Monstrosity Neutral Evil,1,,"Perception,Blinded,Charmed,Deafened,Frightened,Stunned,Asleep",Electric Body,,"Bite: +4, 1d6+2 Piercing, Death Dog Fever (CON Save)	Multiattack: 2 Bite",38,15,14,14,3,13,6,12,40
1842,Dire Wolf,Large Beast Unaligned,1,,,Boots of Charging,,"Bite: +5, 2d6+3 Piercing, Prone (STR Save)",33,17,15,15,3,12,7,14,50
1843,Giant Eagle,Large Beast Neutral Good,1,,,+2 DEX,,"Beak: +6, 1d6+4 Piercing	Talons: +6, 2d6+4 Slashing	Multiattack: Beak, Talons",29,16,19,13,8,14,10,14,80
1844,Tiger,Large Beast Unaligned,1,,,Boots of Charging,,"Bite: +5, 1d10+3 Piercing	Claw: +5, 1d8+3 Slashing	Pounce: +5, 1d10+3 Slashing, Prone (STR Save), Bite (If Prone)",33,17,15,14,3,12,8,12,40
1845,Paladin,Small Humanoid Neutral Good,1,,,"+2 STR,Rock Gnome,Divine Sense,FS: Defense,Divine Smite,Divine Health,Sacred Oath,Level 4,Shield of Faith",,"War Pick: +7, 1d8+5 Piercing	Blowgun: +2, 25ft, 1 Piercing	Heroism: Heroism	Shield of Faith: Shield of Faith	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon",21,21,10,13,11,10,18,23,25
1846,Shadow,Medium Undead Chaotic Evil,1/2,"Necrotic,Poison,Exhaustion,Frightened,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained","Acid,Cold,Fire,Lightning,Thunder,Bludgeoning,Piercing,Slashing","Starts Invisibile,Greater Invisible",,"Strength Drain: +4, 2d6+2 Necrotic, Strength Drain",17,6,14,13,6,10,8,12,40
1847,Brown Bear,Large Beast Unaligned,1,,,True Sight,Barbarian,"Bite: +4, 1d8+2 Piercing	Claws: +4, 2d6+2 Slashing	Multiattack: Bite, Claws",34,15,10,16,2,13,7,11,40
1848,Paladin,Small Humanoid Neutral Good,1,,,"+2 STR,Rock Gnome,Divine Sense,FS: Defense,Divine Smite,Divine Health,Sacred Oath",Ghoul,"War Pick: +7, 1d8+5 Piercing	Blowgun: +2, 25ft, 1 Piercing	Heroism: Heroism	Shield of Faith: Shield of Faith	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon",21,21,10,13,11,10,18,21,30
1849,Monk,Medium Humanoid Neutral Good,1,,,"Memorized One Spell,Half-Elf,Martial Arts,Unarmored Movement,Deflect Missiles,Way of the Open Hand",Giant Vulture,"Quarterstaff: +4, 1d8+2 Bludgeoning	Dart: +4, 20ft, 1d4+2 Piercing	Unarmed Strike: +4, 1d4+2 Bludgeoning	Flurry Strike: +4, 1d4+2 Bludgeoning, Prone (DEX Save)	Ray of Enfeeblement: +4, 60ft, Enfeedbled",21,14,15,11,9,15,15,14,30
1850,Giant Eagle,Large Beast Neutral Good,1,,,+2 DEX,Copper Dragon Wyrmling,"Beak: +6, 1d6+4 Piercing	Talons: +6, 2d6+4 Slashing	Multiattack: Beak, Talons",29,16,19,13,8,14,10,14,80
1851,Paladin,Small Humanoid Neutral Good,1,,,"+2 STR,Rock Gnome,Divine Sense,FS: Defense,Divine Smite,Divine Health,Sacred Oath,Protection from Good & Evil","Ghoul, Death Dog","War Pick: +7, 1d8+5 Piercing	Blowgun: +2, 25ft, 1 Piercing	Heroism: Heroism	Shield of Faith: Shield of Faith	Lay on Hands: Heal 20	Protection from Good & Evil: Protection from Good & Evil	Sacred Weapon: Sacred Weapon",21,21,10,13,11,10,18,21,30
1852,Giant Eagle,Large Beast Neutral Good,1,,,"+2 DEX,Enfeedbled","Copper Dragon Wyrmling, Tiger","Beak: +6, 1d6+4 Piercing	Talons: +6, 2d6+4 Slashing	Multiattack: Beak, Talons",29,16,19,13,8,14,10,14,80
1853,Giant Eagle,Large Beast Neutral Good,1,,,+2 DEX,"Copper Dragon Wyrmling, Tiger, Monk","Beak: +6, 1d6+4 Piercing	Talons: +6, 2d6+4 Slashing	Multiattack: Beak, Talons",29,16,19,13,8,14,10,14,80
1854,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",,"Shielded,Undead Fortitude,Cursed",,"Morningstar: +6, 2d8+4 Bludgeoning	Shield: +5 to AC, Reaction",60,19,6,18,3,6,5,8,30
1855,Bronze Dragon Wyrmling,Medium Dragon Lawful Good,2,Lightning,,Diseased,,"Bite: +5, 1d10+3 Piercing, The Plague (CON Save)	Breath Weapon: 40ft, 1x (2 Lightning Breath, Repulsion Breath)	Lightning Breath: 40ft, 3d10 Lightning (DEX Save)	Repulsion Breath: 35ft, ",27,17,10,15,12,11,15,17,60
1856,Cleric,Medium Humanoid Lawful Good,2,,,"Blurred,Half-Elf,Life Domain,Channel Divinity,Level 5,Protection from Poison,Spiritual Weapon",,"Sickle: +4, 1d4+1 Slashing	Sling: +3, 30ft, 1d4+0 Bludgeoning	Sacred Flame: 60ft, 2d8+0 Radiant (DEX Save)	Cure Wounds: Heal 1d8+6	Shield of Faith: Shield of Faith	Protection from Good & Evil: Protection from Good & Evil	Blindness: 30ft, Blinded (CON Save)	Protection from Poison: Protection from Poison	Beacon of Hope: Beacon of Hope	Bestow Curse: +6, Cursed (WIS Save)	Bless: Blessed	Preserve Life: 	Spiritual Weapon Strike: +6, 999ft, 1d8 Force	Healing Word: Heal 1d4+3, Bonus	Spiritual Weapon: +6, 60ft, 1d8 Force, Spiritual Weapon, Bonus",29,13,11,12,12,16,17,16,30
1857,Azer,Medium Elemental Lawful Neutral,2,"Poison,Fire,Poisoned",,"Parrier,Heated Body",,"Warhammer: +5, 1d8+3 Bludgeoning, 1d6 Fire	Parry: +2 to AC vs 1 Attack, Reaction",26,17,12,15,12,13,10,17,30
1858,Gargoyle,Medium Elemental Chaotic Evil,2,"Poison,Exhaustion,Petrified,Poisoned","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance",,"Multiattack: Bite, Claws	Bite: +4, 1d6+2 Piercing	Claws: +4, 1d6+2 Slashing",36,15,11,16,6,11,7,15,60
1859,Green Dragon Wyrmling,Medium Dragon Lawful Evil,2,"Poison,Poisoned",,Vanilla,,"Bite: +4, 1d10+2 Piercing, 1d6 Poison	Poison Breath: 15ft, 6d6 Poison (CON Save)",26,15,12,13,14,11,13,17,60
1860,Animated Armor,Medium Construct Unaligned,1,"Poison,Psychic,Blinded,Charmed,Deafened,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned",,Backstabber,,"Multiattack: 2 Slam	Slam: +4, 1d6+2 Bludgeoning, Sneak Attack",35,14,11,13,1,3,1,18,25
1861,Minotaur Skeleton,Large Undead Lawful Evil,2,"Poison,Poisoned,Exhaustion",,"Fan Favorite,Confused By Gibbering",,"Greataxe: +6, 2d12+4 Slashing	Gore: +6, 2d8+4 Piercing	Charge: +6, 4d8+4 Piercing, Prone (STR Save)",36,18,11,15,6,8,5,12,40
1862,Azer,Medium Elemental Lawful Neutral,2,"Poison,Fire,Poisoned",,"Parrier,Heated Body",Ettercap,"Warhammer: +5, 1d8+3 Bludgeoning, 1d6 Fire	Parry: +2 to AC vs 1 Attack, Reaction",26,17,12,15,12,13,10,17,30
1863,Gargoyle,Medium Elemental Chaotic Evil,2,"Poison,Exhaustion,Petrified,Poisoned","Bludgeoning,Piercing,Slashing","Legendary Resistor,Legendary Resistance",Rhinoceros,"Multiattack: Bite, Claws	Bite: +4, 1d6+2 Piercing	Claws: +4, 1d6+2 Slashing",36,15,11,16,6,11,7,15,60
1864,Animated Armor,Medium Construct Unaligned,1,"Poison,Psychic,Blinded,Charmed,Deafened,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned",,Backstabber,Pegasus,"Multiattack: 2 Slam	Slam: +4, 1d6+2 Bludgeoning, Sneak Attack",35,14,11,13,1,3,1,18,25
1865,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",,"Shielded,Undead Fortitude",Wizard,"Morningstar: +6, 2d8+4 Bludgeoning	Shield: +5 to AC, Reaction",60,19,6,18,3,6,5,8,30
1866,Animated Armor,Medium Construct Unaligned,1,"Poison,Psychic,Blinded,Charmed,Deafened,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned",,Backstabber,"Pegasus, Cleric","Multiattack: 2 Slam	Slam: +4, 1d6+2 Bludgeoning, Sneak Attack",35,14,11,13,1,3,1,18,25
1867,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",,"Shielded,Undead Fortitude","Wizard, Green Dragon Wyrmling","Morningstar: +6, 2d8+4 Bludgeoning	Shield: +5 to AC, Reaction",60,19,6,18,3,6,5,8,30
1868,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",,"Shielded,Undead Fortitude","Wizard, Green Dragon Wyrmling, Gargoyle","Morningstar: +6, 2d8+4 Bludgeoning	Shield: +5 to AC, Reaction",60,19,6,18,3,6,5,8,30
1869,Ogre Zombie,Large Undead Neutral Evil,2,"Poison,Poisoned",,"Shielded,Undead Fortitude","Wizard, Green Dragon Wyrmling, Gargoyle, Animated Armor, CR 2","Morningstar: +6, 2d8+4 Bludgeoning	Shield: +5 to AC, Reaction",60,19,6,18,3,6,5,8,30
1870,Mummy,Medium Undead Lawful Evil,3,"Necrotic,Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned","Bludgeoning,Piercing,Slashing",Electric Body,,"Rotting Fist: +4, 2d6+3 Bludgeoning, 3d6 Necrotic, Mummy Rot (CON Save)	Multiattack: 60ft, Dreadful Glare, Rotting Fist	Dreadful Glare: 60ft, Frightened (WIS Save)",32,16,8,15,6,10,12,11,20
1871,Knight,Medium Humanoid Lawful Neutral,3,,Frightened,Mirrored,,"Parry: +2 to AC vs 1 Attack, Reaction	Greatsword: +4, 2d6+3 Slashing	Heavy Crossbow: +1, 100ft, 1d10 Piercing	Multiattack: 2 Greatsword",44,16,11,14,11,11,15,18,30
1872,Owlbear,Large Monstrosity Unaligned,3,,,Evasive,,"Beak: +6, 1d10+5 Piercing	Claws: +6, 2d8+5 Slashing	Multiattack: Claws, Beak",33,20,12,17,3,12,7,13,40
1873,Wereboar,Medium Humanoid Neutral Evil,4,,,"Memorized One Spell,Relentless",,"Tusks: +4, 2d6+3 Slashing, Wereboar Lycanthropy (CON Save, If Humanoid)	Maul: +4, 2d6+3 Bludgeoning	Multiattack: Tusks, Maul	Charge: +4, 4d6+3 Slashing, Prone (STR Save)	Multicharge: Charge, Maul	Bestow Curse: +2, Cursed (WIS Save)",45,17,10,15,10,11,8,11,30
1874,Phase Spider,Large Monstrosity Unaligned,3,Webbed,,Frenzied,,"Appear & Bite: +3, 1d10+2 Piercing, 4d8 Poison (CON Save)	Bite & Jaunt: +3, 1d10+2 Piercing, 4d8 Poison (CON Save), Ethereal",13,15,15,12,6,10,6,13,30
1875,Green Hag,Medium Fey Neutral Evil,3,,,Magic Resistant,,"Claws: +5, 2d8+4 Slashing	Invisible Passage: Invisible	Vicious Mockery: 60ft, 1d4 Psychic (WIS Save)",52,18,12,16,13,14,14,17,30
1876,Ghost,Medium Undead Neutral,4,"Cold,Necrotic,Poison,Charmed,Exhaustion,Frightened,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained","Bludgeoning,Piercing,Slashing,Acid,Fire,Lightning,Thunder",Tough,,"Withering Touch: +4, 4d6+3 Necrotic	Horrifying Visage: 60ft, Frightened (WIS Save)	Possession: Possessed (CHA Save) (If Humanoid)",44,7,13,10,10,12,17,11,40
1877,Green Hag,Medium Fey Neutral Evil,3,,,Magic Resistant,Winter Wolf,"Claws: +5, 2d8+4 Slashing	Invisible Passage: Invisible	Vicious Mockery: 60ft, 1d4 Psychic (WIS Save)",52,18,12,16,13,14,14,17,30
1878,Mummy,Medium Undead Lawful Evil,3,"Necrotic,Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned","Bludgeoning,Piercing,Slashing",Electric Body,Gold Dragon Wyrmling,"Rotting Fist: +4, 2d6+3 Bludgeoning, 3d6 Necrotic, Mummy Rot (CON Save)	Multiattack: 60ft, Dreadful Glare, Rotting Fist	Dreadful Glare: 60ft, Frightened (WIS Save)",32,16,8,15,6,10,12,11,20
1879,Knight,Medium Humanoid Lawful Neutral,3,,Frightened,"Mirrored,Mirror Image",Bearded Devil,"Parry: +2 to AC vs 1 Attack, Reaction	Greatsword: +4, 2d6+3 Slashing	Heavy Crossbow: +1, 100ft, 1d10 Piercing	Multiattack: 2 Greatsword",44,16,11,14,11,11,15,18,30
1880,Owlbear,Large Monstrosity Unaligned,3,,,Evasive,Elephant,"Beak: +6, 1d10+5 Piercing	Claws: +6, 2d8+5 Slashing	Multiattack: Claws, Beak",33,20,12,17,3,12,7,13,40
1881,Mummy,Medium Undead Lawful Evil,3,"Necrotic,Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned","Bludgeoning,Piercing,Slashing",Electric Body,"Gold Dragon Wyrmling, Wereboar","Rotting Fist: +4, 2d6+3 Bludgeoning, 3d6 Necrotic, Mummy Rot (CON Save)	Multiattack: 60ft, Dreadful Glare, Rotting Fist	Dreadful Glare: 60ft, Frightened (WIS Save)",32,16,8,15,6,10,12,11,20
1882,Green Hag,Medium Fey Neutral Evil,3,,,Magic Resistant,"Winter Wolf, Ogre Zombie","Claws: +5, 2d8+4 Slashing	Invisible Passage: Invisible	Vicious Mockery: 60ft, 1d4 Psychic (WIS Save)",52,18,12,16,13,14,14,17,30
1883,Green Hag,Medium Fey Neutral Evil,3,,,Magic Resistant,"Winter Wolf, Ogre Zombie, Knight","Claws: +5, 2d8+4 Slashing	Invisible Passage: Invisible	Vicious Mockery: 60ft, 1d4 Psychic (WIS Save)",52,18,12,16,13,14,14,17,30
1884,Giant Crocodile,Huge Beast Unaligned,5,,,"Blessed By God,Enfeedbled",,"Multiattack: Tail, Bite	Bite: +7, 3d10+5 Piercing, Grappled & Restrained	Tail: +7, 10ft, 2d8+5 Bludgeoning, Prone (STR Save)",44,21,9,17,2,10,7,14,30
1885,Cloaker,Medium Aberration Chaotic Neutral,8,,,"+2 INT,Being Worn",,"Phantasms: Mirror Image	Multiattack: 10ft, Bite, Tail	Moan: 60ft, Frightened (WIS Save)	Tail: +5, 10ft, 1d8+3 Slashing	Bite: +5, 1d6+3 Bludgeoning, Eyes Covered (If Advantage,  Large), Cloaker Attached (If Large)",41,17,15,12,15,12,14,14,40
1886,Roper,Large Monstrosity Neutral Evil,5,,,Skilled,,"Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",47,18,8,17,7,16,6,20,10
1887,Gladiator,Medium Undead Chaotic Neutral,5,,Frightened,"Zombie,Undead Fortitude,Grappled & Restrained",,"Parry: +3 to AC vs 1 Attack, Reaction	Spear: +6, 2d6+4 Piercing	Spear Throw: +6, 20ft, 2d6+4 Piercing	Shield Bash: +6, 2d4+4 Bludgeoning, Prone (STR Save, If Medium)	Multiattack: Shield Bash, 2 Spear	Multitoss: 20ft, 2 Spear Throw",58,18,15,16,10,12,15,16,30
1888,Flesh Golem,Medium Construct Neutral,5,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Crit Master,Aversion of Fire",,"Slam: +6, 2d8+4 Bludgeoning	Multiattack: 2 Slam",53,19,9,18,6,10,5,9,30
1889,Gorgon,Large Monstrosity Unaligned,5,Petrified,,Good Stats,,"Trampling Charge: +8, 2d12+6 Piercing, Prone (STR Save), Hooves (If Prone)	Gore: +8, 2d12+6 Piercing	Hooves: +8, 2d10+6 Bludgeoning	Petrifying Breath: 30ft, Petrifying (CON Save)",76,22,13,20,4,14,9,20,40
1890,Water Elemental,Large Elemental Neutral,5,"Poison,Exhaustion,Grappled,Paralyzed,Petrified,Poisoned,Prone,Restrained,Asleep","Bludgeoning,Piercing,Slashing,Acid","Crit Master,Freezable",,"Slam: +6, 2d8+4 Bludgeoning	Squeeze: 2d8+4 Bludgeoning (If Grappled & Restrained)	Multiattack: Squeeze, 2 Slam	Whelm: 2d8+4 Bludgeoning (STR Save)",54,18,14,18,5,10,8,14,30
1891,Vampire Spawn,Medium Undead Neutral Evil,5,,"Necrotic,Bludgeoning,Piercing,Slashing","Death Defying,Regeneration",,"Bite: +5, 1d6+3 Piercing, 2d6 Necrotic & Vampirism (If Grappled)	Claws: +5, 2d4+3 Slashing (If Grappled), Grappled (If Not Grappled)	Claw: +5, Grappled (If Not Grappled)	Multiattack: Claws, Bite, Claw	Multiclaw: 2 Claws",44,16,16,16,11,10,12,15,30
1892,Flesh Golem,Medium Construct Neutral,5,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing","Crit Master,Aversion of Fire,Grappled & Restrained",Green Hag,"Slam: +6, 2d8+4 Bludgeoning	Multiattack: 2 Slam",53,19,9,18,6,10,5,9,30
1893,Gladiator,Medium Undead Chaotic Neutral,5,,Frightened,"Zombie,Undead Fortitude,Grappled",Otyugh,"Parry: +3 to AC vs 1 Attack, Reaction	Spear: +6, 2d6+4 Piercing	Spear Throw: +6, 20ft, 2d6+4 Piercing	Shield Bash: +6, 2d4+4 Bludgeoning, Prone (STR Save, If Medium)	Multiattack: Shield Bash, 2 Spear	Multitoss: 20ft, 2 Spear Throw",51,18,15,16,10,12,15,16,30
1894,Roper,Large Monstrosity Neutral Evil,5,,,Skilled,Hill Giant,"Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",47,18,8,17,7,16,6,20,10
1895,Giant Crocodile,Huge Beast Unaligned,5,,,Blessed By God,Night Hag,"Multiattack: Tail, Bite	Bite: +7, 3d10+5 Piercing, Grappled & Restrained	Tail: +7, 10ft, 2d8+5 Bludgeoning, Prone (STR Save)",44,21,9,17,2,10,7,14,30
1896,Gladiator,Medium Undead Chaotic Neutral,5,,Frightened,"Zombie,Undead Fortitude","Otyugh, Vampire Spawn","Parry: +3 to AC vs 1 Attack, Reaction	Spear: +6, 2d6+4 Piercing	Spear Throw: +6, 20ft, 2d6+4 Piercing	Shield Bash: +6, 2d4+4 Bludgeoning, Prone (STR Save, If Medium)	Multiattack: Shield Bash, 2 Spear	Multitoss: 20ft, 2 Spear Throw",58,18,15,16,10,12,15,16,30
1897,Roper,Large Monstrosity Neutral Evil,5,,,"Skilled,Grappled & Restrained","Hill Giant, Gorgon","Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",47,18,8,17,7,16,6,20,10
1898,Roper,Large Monstrosity Neutral Evil,5,,,Skilled,"Hill Giant, Gorgon, Giant Crocodile","Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",47,18,8,17,7,16,6,20,10
1899,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,Backstabber,,"Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison, Sneak Attack	Longsword: +5, 1d10+3 Slashing, Sneak Attack	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison, Sneak Attack	Faerie Fire: 60ft, Faerie Fire (WIS Save)",68,16,16,18,13,14,12,19,30
1900,Roper,Large Monstrosity Neutral Evil,5,,,Skilled,"Hill Giant, Gorgon, Giant Crocodile, Gladiator, CR 5","Bite: +6, 4d8+4 Piercing	Reel: 50ft,  (If Grappled & Restrained)	Tendril: +6, 50ft, Grappled & Restrained	Multiattack: 50ft, 4 Tendril, Reel, Bite",47,18,8,17,7,16,6,20,10
1901,Shield Guardian,Large Construct Unaligned,7,"Poison,Charmed,Exhaustion,Frightened,Paralyzed,Poisoned",Psychic,"Psychic Attuned,Regeneration,Stored Spell",,"Fist: +6, 2d6+4 Psychic	Multiattack: 2 Fist	Mass Healing Word: Heal 1d4, Bonus",59,18,8,18,7,10,3,17,30
1902,Mage,Medium Humanoid Neutral,6,,,"Vanilla,Mage Armor,Fly",,"Dagger: +4, 1d4+2 Piercing	Magic Missile (L2): 120ft, 4d4+4 Force	Fire Bolt: +6, 120ft, 2d10+0 Fire	Shield: +5 to AC, Reaction	Mage Armor: Mage Armor	Cone of Cold: 60ft, 8d8 Cold (CON Save)	Fly: Fly	Fireball: 150ft, 8d6 Fire (DEX Save)	Ice Storm: 300ft, 2d8 Bludgeoning (DEX Save), 4d6 Cold (DEX Save), Difficult Terrain	Greater Invisibility: Greater Invisible",25,9,14,11,17,12,11,15,90
1903,Young Brass Dragon,Large Dragon Chaotic Good,6,Fire,,+2 CHA,,"Multiattack: 10ft, Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing	Claw: +6, 2d6+4 Slashing	Breath Weapon: 40ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 40ft, 12d6 Fire (DEX Save)	Sleep Breath: 30ft, Asleep (CON Save)",66,19,10,17,12,11,17,17,80
1904,Mammoth,Huge Beast Unaligned,6,,,Flying,,"Gore: +9, 10ft, 4d8+7 Piercing	Stomp: +9, 4d10+7 Bludgeoning	Trampling Charge: +9, 4d8+7 Piercing, Prone (STR Save), Stomp (If Prone)",60,24,9,21,3,11,6,13,90
1905,Couatl,Medium Celestial Lawful Good,4,Psychic,"Radiant,Bludgeoning,Piercing,Slashing","Memorized One Spell,Protection from Poison,Blessed,Branding Smite",,"Bite: +7, 1d6+5 Piercing, Asleep (CON Save)	Constrict: +5, 10ft, 2d6+3 Bludgeoning, Grappled & Restrained	Shield: +5 to AC, Reaction	Bless: Blessed	Protection from Poison: Protection from Poison	Cure Wounds: Heal 1d8+5	Branding Smite: Branding Smite, Bonus",46,16,20,17,18,20,18,19,90
1906,Chimera,Large Monstrosity Chaotic Evil,6,,,Always Reckless,,"Multiattack: Bite, Claws, Horns	Breath Weapon Combo: 15ft, Fire Breath, Bite, Claws	Bite: +6, 2d6+4 Piercing	Horns: +6, 1d12+4 Bludgeoning	Claws: +6, 2d6+4 Slashing	Fire Breath: 15ft, 7d8 Fire (DEX Save)",60,19,11,19,3,14,10,14,60
1907,Mammoth,Huge Beast Unaligned,6,,,Flying,Young White Dragon,"Gore: +9, 10ft, 4d8+7 Piercing	Stomp: +9, 4d10+7 Bludgeoning	Trampling Charge: +9, 4d8+7 Piercing, Prone (STR Save), Stomp (If Prone)",60,24,9,21,3,11,6,13,90
1908,Young Brass Dragon,Large Dragon Chaotic Good,6,Fire,,+2 CHA,Fire Elemental,"Multiattack: 10ft, Bite, 2 Claw	Bite: +6, 10ft, 2d10+4 Piercing	Claw: +6, 2d6+4 Slashing	Breath Weapon: 40ft, 1x (Fire Breath, Sleep Breath)	Fire Breath: 40ft, 12d6 Fire (DEX Save)	Sleep Breath: 30ft, Asleep (CON Save)",66,19,10,17,12,11,17,17,80
1909,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,Backstabber,Stone Giant,"Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison, Sneak Attack	Longsword: +5, 1d10+3 Slashing, Sneak Attack	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison, Sneak Attack	Faerie Fire: 60ft, Faerie Fire (WIS Save)",68,16,16,18,13,14,12,19,30
1910,Chimera,Large Monstrosity Chaotic Evil,6,,,"Always Reckless,Grappled & Restrained",Giant Ape,"Multiattack: Bite, Claws, Horns	Breath Weapon Combo: 15ft, Fire Breath, Bite, Claws	Bite: +6, 2d6+4 Piercing	Horns: +6, 1d12+4 Bludgeoning	Claws: +6, 2d6+4 Slashing	Fire Breath: 15ft, 7d8 Fire (DEX Save)",60,19,11,19,3,14,10,14,60
1911,Chimera,Large Monstrosity Chaotic Evil,6,,,Always Reckless,"Giant Ape, Roper","Multiattack: Bite, Claws, Horns	Breath Weapon Combo: 15ft, Fire Breath, Bite, Claws	Bite: +6, 2d6+4 Piercing	Horns: +6, 1d12+4 Bludgeoning	Claws: +6, 2d6+4 Slashing	Fire Breath: 15ft, 7d8 Fire (DEX Save)",60,19,11,19,3,14,10,14,60
1912,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,Backstabber,"Stone Giant, Couatl","Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison, Sneak Attack	Longsword: +5, 1d10+3 Slashing, Sneak Attack	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison, Sneak Attack	Faerie Fire: 60ft, Faerie Fire (WIS Save)",68,16,16,18,13,14,12,19,30
1913,Drider,Large Monstrosity Neutral Evil,6,Asleep,Charmed,Backstabber,"Stone Giant, Couatl, Mammoth","Multiattack: Bite, 2 Longsword	Multishot: 150ft, 3 Longbow	Bite: +5, 1d4 Piercing, 2d8 Poison, Sneak Attack	Longsword: +5, 1d10+3 Slashing, Sneak Attack	Longbow: +5, 150ft, 1d8+3 Piercing, 1d8 Poison, Sneak Attack	Faerie Fire: 60ft, Faerie Fire (WIS Save)",68,16,16,18,13,14,12,19,30
1914,Clay Golem,Medium Construct Unaligned,9,"Poison,Psychic,Charmed,Exhaustion,Frightened,Paralyzed,Petrified,Poisoned,Polymorph","Bludgeoning,Piercing,Slashing,Thunder","Thunder Attuned,Aboleth Plague",,"Haste: Hasted	Slam: +7, 2d10+5 Thunder & Life Drain	Multiattack: 2 Slam",60,20,9,18,3,8,1,14,20
1915,Young Silver Dragon,Large Dragon Lawful Good,9,Cold,,+2 WIS,,"Multiattack: Bite, 2 Claw	Bite: +9, 10ft, 2d10+6 Piercing	Claw: +9, 2d6+6 Slashing	Breath Weapon: 30ft, 1x (Cold Breath, Paralyzing Breath)	Cold Breath: 30ft, 12d8 Cold (CON Save)	Paralyzing Breath: 30ft, Paralyzed (CON Save)",80,23,10,21,14,13,19,18,80
1916,Bone Devil,Large Fiend Lawful Evil,9,"Fire,Poison,Poisoned","Cold,Spell,MagicalAbility",Parrier,,"Sting: +7, 10ft, 2d8+4 Piercing, 5d6 Poison, Poisoned (CON Save)	Claw: +7, 10ft, 1d8+4 Slashing	Multiattack: 10ft, 2 Claw, Sting	Parry: +4 to AC vs 1 Attack, Reaction",72,18,16,18,13,14,16,19,40
1917,Cloud Giant,Huge Giant Neutral Good,9,,,Frenzied,,"Morningstar: +11, 10ft, 3d8+8 Piercing	Rock: +11, 60ft, 4d10+8 Bludgeoning	Multiattack: 10ft, 2 Morningstar",93,27,10,22,12,16,16,14,40
1918,Young Blue Dragon,Large Dragon Lawful Evil,9,Lightning,,"Diseased,Wrapped In Chains",,"Multiattack: Bite, 2 Claw	Bite: +8, 10ft, 2d10+5 Piercing, 1d10 Lightning, The Plague (CON Save)	Claw: +8, 2d6+5 Slashing	Lightning Breath: 60ft, 10d10 Lightning (DEX Save)",71,21,10,19,14,13,17,18,80
1919,Treant,Huge Plant Chaotic Good,9,,"Bludgeoning,Piercing","Legendary Resistor,Animate Trees,Legendary Resistance",,"Slam: +9, 10ft, 3d6+6 Bludgeoning	Rock: +9, 60ft, 4d10+7 Bludgeoning	Multiattack: 10ft, 2 Slam, 2 Tree Slam	Tree Slam: +10, 10ft, 3d6+6 Bludgeoning",62,23,8,21,12,16,12,16,30
